1010,7
1010,12
1010,13
1010,14
1030,7
1030,13
1045,1
1055,2
1060,11
1060,7
1065,7
1070,5
1070,7
1070,13
1085,2
1090,11
1105,1
1106,1
1110,7
1123,1
1135,1
1140,16
1145,3
1150,7
1150,13
1160,11
1160,7
1160,13
1165,1
1200,1
1210,5
1210,3
1225,1
1230,5
1230,16
1270,1
1300,5
1310,7
1310,13
1320,3
1330,13
1330,7
1340,3
1340,13
1350,11
1350,31
1350,7
1350,3
1350,13
1350,10
1350,24
1360,7
1360,3
1360,13
1380,3
1380,13
1380,16
1390,8
1390,3
1390,13
1390,21
1400,5
1400,16
1410,13
1410,16
1420,5
1420,16
1430,12
1430,13
1430,14
1440,1
1460,7
1460,13
1470,7
1470,13
1480,7
1480,3
1490,5
1500,11
1500,16
1510,3
1510,13
1520,7
1520,3
1520,13
1530,5
1530,7
1530,3
1530,13
1540,10
1540,22
1540,8
1540,13
1560,5
1560,3
1560,13
1560,16
1570,7
1570,13
1580,8
1590,13
1590,16
1600,1
1610,9
1620,8
1620,13
1630,5
1630,7
1640,7
1640,3
1640,13
1670,5
1670,13
1670,16
1690,1
1700,1
1710,1
1730,1
1740,11
1740,16
1750,1
1760,11
1760,16
1790,9
1790,16
1800,2
1810,1
1820,9
1820,5
1820,7
1820,13
1830,1
1840,8
1840,13
1840,21
1850,2
1860,12
1860,13
1860,14
1870,7
1870,3
1890,7
1890,13
1890,5
1920,16
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1940,3
1940,16
1950,1
1960,1
1961,1
1962,1
1964,1
2015,4
2020,1
2025,1
2030,1
2035,1
2040,1
2045,1
2055,1
2070,1
2080,1
2085,4
2090,1
2100,1
2110,1
2120,1
2130,1
2150,5
2160,1
2170,1
2180,1
2190,1
2200,14
2210,1
2220,11
2220,25
2230,1
2240,1
2250,1
2260,1
2270,1
2280,1
2290,1
2300,1
2320,1
2330,1
2340,1
2350,10
2350,22
2360,1
2370,1
2380,1
2390,1
2400,1
2410,1
2420,1
2430,5
2440,1
2450,1
2460,1
2470,1
2480,1
2490,1
2510,1
2520,1
2530,1
2540,1
2550,1
2570,1
2580,1
2590,1
2600,1
2610,1
2620,1
2630,5
2650,1
2660,1
2670,4
2690,1
2710,4
2720,10
2720,22
2730,1
2740,1
2750,1
2760,1
2770,1
2780,1
2790,1
2800,1
2810,1
2820,10
2820,5
2820,26
2830,1
2850,1
2860,1
2870,1
2880,1
2890,1
2900,1
2910,1
2920,1
2930,1
2940,1
2950,1
2960,1
2970,1
2980,1
2990,11
2990,17
3010,1
3020,1
3030,1
3040,1
3050,1
3060,1
3061,1
3062,1
3070,1
3080,1
3100,1
3110,9
3110,23
3120,1
3130,14
3140,1
3150,1
3160,4
3170,1
3180,1
3190,1
3200,5
3220,1
3240,1
3250,5
3260,1
3270,1
3280,1
3330,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3350,1
3360,5
3370,1
3380,10
3380,23
3380,4
3390,4
3400,1
3410,1
3420,9
3420,22
3420,15
3430,1
3440,1
3450,1
3460,1
3480,1
3490,1
3500,1
3510,1
3520,1
3530,1
3550,1
3560,1
3570,14
3580,1
3590,1
3600,1
3620,1
3630,1
3640,4
3650,1
3660,1
3670,1
3680,1
3690,1
3700,1
3710,1
3720,1
3730,1
3740,1
3750,1
3760,4
3770,1
3780,1
3800,1
3810,1
3820,1
3830,9
3830,28
3830,15
3840,1
3850,1
3860,1
3870,1
3880,1
3890,1
3900,1
3910,14
3920,1
3930,1
3940,1
3960,1
3970,1
3980,1
3990,1
4000,1
4010,1
4020,1
4030,1
4060,1
4080,10
4080,22
4090,6
4090,4
4100,4
4110,1
4120,1
4140,1
4150,1
4160,9
4160,18
4170,1
4180,1
4200,1
4210,1
4220,1
4230,1
4240,10
4240,5
4250,1
4260,1
4270,5
4290,4
4300,1
4320,4
4330,1
4350,10
4350,22
4370,1
4371,1
4380,1
4390,1
4410,4
4420,1
4430,1
4450,1
4460,1
4470,1
4480,11
4480,33
4490,1
4500,1
4510,5
4520,1
4530,1
4540,1
4560,1
4570,1
4580,1
4600,1
4610,1
4620,5
4630,5
4640,4
4650,1
4660,4
4680,5
4690,9
4690,23
4710,1
4720,1
4730,1
4740,1
4750,11
4750,17
4760,1
4770,4
4800,5
4840,1
4850,1
4860,1
4870,1
4880,1
4890,9
4890,32
4890,4
4910,1
4911,1
4913,1
4914,1
4920,9
4920,18
4920,15
4940,1
4950,1
4960,11
4960,25
4980,1
4990,1
5000,1
5020,1
5030,9
5030,23
5040,4
5050,1
5060,4
5070,1
5080,1
5090,1
5100,1
5110,1
5120,1
5130,1
5140,1
5150,5
5170,1
5180,1
5190,1
5200,1
5210,1
5220,1
5230,1
5240,9
5240,28
5250,5
5260,1
5270,1
5290,1
5300,1
5310,1
5340,1
5350,4
5360,5
5370,1
5380,1
5390,1
5400,1
5410,1
5420,4
5430,1
5440,1
5450,1
5460,11
5460,17
5470,14
5490,1
5500,1
5510,1
5520,5
5530,1
5550,1
5560,1
5580,1
5590,1
5600,1
5610,1
5630,1
5640,4
5660,1
5670,1
5690,1
5710,1
5720,1
5730,1
5770,1
5780,1
5800,1
5810,1
5820,1
5840,1
5850,9
5850,5
5860,1
5870,1
5880,10
5880,23
5880,4
5890,1
5900,1
5910,1
5920,1
5930,1
5940,17
5950,1
5960,1
5970,5
5980,1
6000,1
6010,1
6030,1
6050,10
6050,19
6050,4
6070,9
6070,28
6070,15
6080,1
6100,10
6100,22
6100,4
6110,1
6120,10
6120,5
6130,1
6140,1
6150,1
6170,4
6180,1
6190,9
6190,6
6190,28
6210,14
6220,1
6240,1
6250,9
6250,22
6250,29
6260,4
6270,1
6290,1
6300,14
6310,5
6320,1
6330,1
6340,9
6340,26
6340,4
6350,1
6360,1
6370,1
6380,1
6390,14
6420,1
6430,4
6440,1
6450,1
6460,10
6460,11
6460,25
6460,22
6460,4
6470,9
6470,5
6480,11
6480,25
6480,4
6510,1
6520,1
6540,4
6550,4
6560,4
6580,1
6600,10
6600,22
6600,4
6620,9
6620,12
6620,14
6630,13
6650,1
6660,9
6660,11
6660,25
6660,18
6660,4
6670,4
6680,4
6700,1
6710,4
6720,4
6730,4
6740,4
6760,10
6760,19
6760,4
6770,1
6775,1
6780,4
6800,4
6850,1
6860,4
6900,1
6910,4
6920,9
6920,18
6920,19
6920,4
6940,4
6950,10
6950,5
6950,4
6970,4
6990,1
7000,9
7000,20
7000,14
7010,1
7020,1
7030,1
7040,4
7060,6
7060,4
7100,6
7100,4
7110,1
7120,1
7130,1
7140,2
7150,6
7150,4
7160,4
7170,4
7190,4
7190,14
7200,7
7200,3
7210,10
7210,22
7210,4
7230,1
7240,11
7240,25
7240,4
7250,4
7260,6
7260,4
7270,5
7310,2
7320,10
7320,18
7320,19
7320,20
7320,23
7320,4
7320,14
7350,4
7390,15
7390,4
7420,6
7420,15
7420,4
7420,5
7440,4
7450,1
7470,4
7490,1
7520,1
7540,3
7540,13
7540,16
7560,4
7600,1
7610,10
7610,11
7610,27
7610,22
7610,4
7630,1
7680,3
7690,7
7700,1
7740,1
7760,4
7770,1
7790,9
7790,23
7800,1
7803,1
7810,1
7820,4
7830,10
7830,19
7830,4
7860,9
7860,18
7860,15
7870,4
7880,4
7890,4
7910,4
7920,1
7930,1
7940,1
7950,1
7990,10
7990,22
7990,4
8000,9
8000,6
8000,22
8000,19
8000,4
8010,10
8010,23
8010,4
8021,1
8022,1
8023,4
8024,11
8024,17
8026,1
8027,1
8028,1
8029,1
8030,4
8035,3
8040,9
8040,23
8040,4
8045,9
8045,22
8045,19
8045,4
8047,1
8049,1
8050,4
8050,5
8053,1
8058,1
8060,10
8060,18
8060,19
8060,20
8060,23
8060,4
8060,14
8067,1
8072,1
8077,1
8078,1
8079,1
8080,13
8083,11
8083,33
8083,5
8090,4
8093,1
8094,1
8096,1
8110,1
8330,4
8440,4
8550,1
8600,10
8600,20
8600,4
8600,14
8660,4
8670,1
8671,1
8672,1
8676,11
8676,5
8676,7
8676,13
8677,1
8678,9
8678,20
8678,18
8678,19
8678,14
8685,1
8687,1
9032,1
9033,1
9034,1
9035,1
9036,1
9038,1
9040,1
9041,1
9042,1
9043,1
9044,1
9045,1
9046,1
9047,1
9051,1
9052,1
9053,1
9054,1
9056,1
9058,1
9059,1
9062,1
9065,1
9066,1
9597,1
9598,12
9598,14
9599,1
9600,1
9601,1
9602,1
9603,1
9604,1
9605,1
9608,1
9610,1
9613,1
9614,1
9616,1
9618,1
9619,1
9621,9
9621,30
9623,8
9626,1
9627,1
9628,1
9629,1
9630,1
9631,1
9632,1
9633,1
9634,1
9635,1
9636,1
9637,1
9638,1
9639,1
9640,1
